100
1,0.972,37.08
2,21.94,79.84
3,84.1,25.5
4,79.63,94.28
5,7.419,57.09
6,65.78,57.3
7,47.12,31.71
8,57.43,99.21
9,20.3,95.61
10,86.35,67.49
11,35.26,89.95
12,84.51,53.17
13,23.98,96.15
14,40.63,64.53
15,33.57,65.17
16,77.95,98.88
17,2.271,60.75
18,45.44,14.96
19,59.36,57.01
20,99.08,57.77
21,50.91,5.567
22,86.83,92.14
23,56.77,89.26
24,11.26,70.39
25,65.39,65.12
26,78.14,83.04
27,97.95,24.88
28,17.56,45.6
29,94.45,33.82
30,67.15,40.71
31,88.79,11.28
32,56.06,76.48
33,76.51,67.69
34,75.84,57.22
35,47.25,41.2
36,1.491,15.07
37,25.53,78.39
38,18.44,57.54
39,10.48,92.54
40,91.18,23.52
41,70.32,21.54
42,65.37,48.33
43,29.5,73.88
44,54.53,67.43
45,61.32,39.07
46,21.16,40.18
47,25.79,70.51
48,7.293,20.08
49,94.82,27.82
50,75.1,5.296
51,21.56,13.47
52,75.68,25.27
53,40.49,26.85
54,71.51,32.37
55,13.49,62.94
56,92.27,45.83
57,84.61,7.489
58,74.55,25.77
59,49.29,13.35
60,96.66,34.54
61,23.88,1.588
62,15,45.81
63,0.06508,18.45
64,59.47,43.7
65,31.58,37.61
66,38.4,66.68
67,86.45,16.83
68,54.34,21.44
69,90.75,76.19
70,79.11,50.71
71,53.28,47.19
72,28.8,96.6
73,79.95,77.65
74,4.908,88.85
75,99.96,29.89
76,72.27,65.59
77,30.67,10.23
78,44.2,27.21
79,2.626,86.31
80,20.96,82.07
81,47.3,78.94
82,21.14,68.61
83,39.63,47.7
84,2.657,94.3
85,10.77,71.3
86,76.47,52.98
87,85.75,72.96
88,2.818,9.765
89,38.76,9.138
90,54.39,25.78
91,6.481,41.23
92,99.6,74.69
93,60.25,51.65
94,71.08,16
95,41.91,80.87
96,57.26,29.83
97,23.8,90.39
98,76.53,10.24
99,60.16,5.038
100,78.62,21.59
